# DATA

set N := 1 2 3 4 5;

param : L:   cap         D   pos:=
#  X     Y     capacity    demand
   1   1000     0   0
   2      0     0   1
   3      0     0   1
   4      0     0   1
   5      0   500   0
   6      0   500   0
   7      0     0   1
   8      0   500   0
   9      0     0   1
  10      0     0   0
  11      0     0   1
  12      0     0   1
  13   1500     0   0
  14      0     0   1
  15      0     0   1
  16      0     0   1
  17      0  2000   0
  18      0     0   1
  19      0     0   1
  20   1000     0   0
  21    500     0   0
  22      0     0   1
  23      0     0   1
  24      0     0   1
  25      0  1500   0;


param : B:    dist   :=
#  X     Y     capacity    demand
   1	1		0
   1	2		1
   1	3		2
   1	4		3
   1	5		4
   1	6		1
   1	7		1.414213562
   1	8		2.236067977
   1	9		3.16227766
   1	10		4.123105626
   1	11		2
   1	12		2.236067977
   1	13		2.828427125
   1	14		3.605551275
   1	15		4.472135955
   1	16		3
   1	17		3.16227766
   1	18		3.605551275
   1	19		4.242640687
   1	20		5
   1	21		4
   1	22		4.123105626
   1	23		4.472135955
   1	24		5
   1	25		5.656854249
   2	1		1
   2	2		0
   2	3		1
   2	4		2
   2	5		3
   2	6		1.414213562
   2	7		1
   2	8		1.414213562
   2	9		2.236067977
   2	10		3.16227766
   2	11		2.236067977
   2	12		2
   2	13		2.236067977
   2	14		2.828427125
   2	15		3.605551275
   2	16		3.16227766
   2	17		3
   2	18		3.16227766
   2	19		3.605551275
   2	20		4.242640687
   2	21		4.123105626
   2	22		4
   2	23		4.123105626
   2	24		4.472135955
   2	25		5
   3	1		2
   3	2		1
   3	3		0
   3	4		1
   3	5		2
   3	6		2.236067977
   3	7		1.414213562
   3	8		1
   3	9		1.414213562
   3	10		2.236067977
   3	11		2.828427125
   3	12		2.236067977
   3	13		2
   3	14		2.236067977
   3	15		2.828427125
   3	16		3.605551275
   3	17		3.16227766
   3	18		3
   3	19		3.16227766
   3	20		3.605551275
   3	21		4.472135955
   3	22		4.123105626
   3	23		4
   3	24		4.123105626
   3	25		4.472135955
   4	1		3
   4	2		2
   4	3		1
   4	4		0
   4	5		1
   4	6		3.16227766
   4	7		2.236067977
   4	8		1.414213562
   4	9		1
   4	10		1.414213562
   4	11		3.605551275
   4	12		2.828427125
   4	13		2.236067977
   4	14		2
   4	15		2.236067977
   4	16		4.242640687
   4	17		3.605551275
   4	18		3.16227766
   4	19		3
   4	20		3.16227766
   4	21		5
   4	22		4.472135955
   4	23		4.123105626
   4	24		4
   4	25		4.123105626
   5	1		4
   5	2		3
   5	3		2
   5	4		1
   5	5		0
   5	6		4.123105626
   5	7		3.16227766
   5	8		2.236067977
   5	9		1.414213562
   5	10		1
   5	11		4.472135955
   5	12		3.605551275
   5	13		2.828427125
   5	14		2.236067977
   5	15		2
   5	16		5
   5	17		4.242640687
   5	18		3.605551275
   5	19		3.16227766
   5	20		3
   5	21		5.656854249
   5	22		5
   5	23		4.472135955
   5	24		4.123105626
   5	25		4
   6	1		1
   6	2		1.414213562
   6	3		2.236067977
   6	4		3.16227766
   6	5		4.123105626
   6	6		0
   6	7		1
   6	8		2
   6	9		3
   6	10		4
   6	11		1
   6	12		1.414213562
   6	13		2.236067977
   6	14		3.16227766
   6	15		4.123105626
   6	16		2
   6	17		2.236067977
   6	18		2.828427125
   6	19		3.605551275
   6	20		4.472135955
   6	21		3
   6	22		3.16227766
   6	23		3.605551275
   6	24		4.242640687
   6	25		5
   7	1		1.414213562
   7	2		1
   7	3		1.414213562
   7	4		2.236067977
   7	5		3.16227766
   7	6		1
   7	7		0
   7	8		1
   7	9		2
   7	10		3
   7	11		1.414213562
   7	12		1
   7	13		1.414213562
   7	14		2.236067977
   7	15		3.16227766
   7	16		2.236067977
   7	17		2
   7	18		2.236067977
   7	19		2.828427125
   7	20		3.605551275
   7	21		3.16227766
   7	22		3
   7	23		3.16227766
   7	24		3.605551275
   7	25		4.242640687
   8	1		2.236067977
   8	2		1.414213562
   8	3		1
   8	4		1.414213562
   8	5		2.236067977
   8	6		2
   8	7		1
   8	8		0
   8	9		1
   8	10		2
   8	11		2.236067977
   8	12		1.414213562
   8	13		1
   8	14		1.414213562
   8	15		2.236067977
   8	16		2.828427125
   8	17		2.236067977
   8	18		2
   8	19		2.236067977
   8	20		2.828427125
   8	21		3.605551275
   8	22		3.16227766
   8	23		3
   8	24		3.16227766
   8	25		3.605551275
   9	1		3.16227766
